userid,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AttributeError,IndentationError,IndexError,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,RecursionError,SyntaxError,TypeError,UnboundLocalError,ValueError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
52a83b516a01c8cefdb16bd3acb4b844,312,630,349,2818,153,75,4.0,17.0,0.0,0.0,10.0,0.0,20.0,0.0,94.0,10.0,0.0,8.0,0.0,7768.0,228,1519,153.0,1356,163.0,7.0,0 days 00:49:53.799586
54567468563c6a69b904009f853118fb,35,209,33,808,52,15,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,42.0,10.0,0.0,0.0,0.0,498.0,67,344,52.0,284,60.0,4.0,0 days 00:22:38.963539
5f6d15d3fdc986f44ca3e93d0d0c066a,108,472,156,1406,74,51,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,57.0,4.0,0.0,0.0,0.0,5961.0,125,861,74.0,791,70.0,4.0,0 days 00:41:59.677965
6039e1c5394885e065c56940f73987ce,186,928,314,3039,108,62,21.0,15.0,1.0,0.0,0.0,0.0,10.0,0.0,74.0,19.0,0.0,0.0,1.0,6708.0,170,1598,108.0,1457,141.0,7.0,0 days 01:29:13.656975
60e45a58a85fddf31eee37465723a957,192,532,266,1508,51,28,4.0,4.0,5.0,0.0,0.0,0.0,17.0,0.0,29.0,23.0,0.0,2.0,0.0,3855.0,79,1069,51.0,985,84.0,7.0,0 days 00:51:29.438810
64b6bfdb58f2667305021a81bd71f220,16,174,30,1001,44,17,1.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,27.0,2.0,0.0,0.0,0.0,3043.0,61,281,44.0,235,46.0,5.0,0 days 00:19:08.850927
69ab0b3229285f7191e9c7e13f896a81,110,486,184,2168,62,28,1.0,11.0,5.0,0.0,0.0,0.0,12.0,0.0,43.0,22.0,0.0,6.0,0.0,3684.0,90,870,62.0,770,100.0,7.0,0 days 00:42:56.464732
72bed5b8d9a6993f2d1b0caddb8055f2,54,389,68,1817,60,35,2.0,6.0,3.0,0.0,1.0,0.0,26.0,0.0,26.0,24.0,0.0,0.0,0.0,4388.0,95,606,60.0,518,88.0,7.0,0 days 00:33:21.922109
73da5d9b254e7e5b90961432647e1561,215,318,297,1512,62,36,5.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,60.0,13.0,0.0,0.0,0.0,5993.0,98,928,62.0,834,94.0,5.0,0 days 00:35:25.288778
74d8a2d8ed9ca42dcc6a2c269a0a21ea,109,486,152,2649,94,43,6.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,70.0,8.0,0.0,2.0,0.0,7149.0,137,884,94.0,783,101.0,6.0,0 days 00:37:05.797960
77dd680c55530a07cb7b0696259cd51f,167,388,202,2312,135,46,4.0,5.0,0.0,0.0,4.0,0.0,7.0,0.0,63.0,21.0,0.0,1.0,0.0,5144.0,181,938,135.0,833,105.0,7.0,0 days 00:34:25.670899
78b22ff50ade417eeb3eee39115e9b46,89,377,130,1450,53,23,4.0,7.0,4.0,0.0,0.0,0.0,10.0,0.0,30.0,11.0,0.0,1.0,0.0,5958.0,76,672,53.0,605,67.0,7.0,0 days 00:40:42.978598
7a0a65c5dfe66c7a70d0176ea81f30c0,59,206,120,538,15,10,1.0,8.0,7.0,0.0,0.0,0.0,2.0,0.0,38.0,21.0,0.0,0.0,0.0,5158.0,25,410,15.0,333,77.0,6.0,0 days 00:17:10.144660
807ec0d2baa628eacc38a7f698879775,45,465,71,1495,49,27,6.0,4.0,12.0,0.0,10.0,1.0,9.0,0.0,23.0,10.0,0.0,1.0,0.0,3634.0,76,657,49.0,569,88.0,10.0,0 days 00:44:23.658655
808e58ca61a8888af739c0321924a199,165,673,240,2393,98,65,0.0,9.0,8.0,0.0,0.0,0.0,13.0,0.0,105.0,18.0,1.0,0.0,0.0,3688.0,163,1241,98.0,1087,154.0,6.0,0 days 01:11:48.466788
81a09ba1f6c0aae36404048a404e7e63,263,1926,287,4464,304,135,6.0,23.0,0.0,25.0,0.0,6.0,36.0,0.0,38.0,19.0,0.0,2.0,0.0,7127.0,439,2915,304.0,2752,163.0,10.0,0 days 02:11:23.717646
821e2bffdf3941871cb2d053a28689c1,96,351,135,1292,41,29,0.0,10.0,0.0,0.0,0.0,0.0,5.0,8.0,66.0,3.0,0.0,1.0,0.0,11326.0,70,652,41.0,559,93.0,6.0,0 days 00:27:34.458656
822f678c2e95794c527b1f854bd35006,246,771,97,3007,136,43,3.0,8.0,5.0,0.0,0.0,0.0,16.0,0.0,68.0,27.0,1.0,8.0,0.0,4404.0,179,1293,136.0,1157,136.0,8.0,0 days 01:13:01.924739
8274ed10e9613de0c47b02d77ee258da,77,231,55,911,48,30,2.0,15.0,0.0,0.0,0.0,0.0,11.0,1.0,40.0,4.0,0.0,0.0,0.0,6033.0,78,441,48.0,368,73.0,6.0,0 days 00:20:57.217942
9b5055da3d2944aa90334bddd9ab1217,229,879,364,4689,237,60,1.0,26.0,0.0,0.0,0.0,0.0,13.0,0.0,89.0,10.0,0.0,0.0,0.0,6636.0,297,1769,237.0,1630,139.0,5.0,0 days 01:07:10.008040
9f2b49c9d6b2dbb706a5be4935230871,48,441,88,1800,75,36,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,58.0,9.0,0.0,0.0,0.0,5979.0,111,688,75.0,601,87.0,4.0,0 days 00:35:55.475874
a1d0f3e60cbe687bbaf2df93770a5994,37,218,43,2870,101,52,3.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,36.0,3.0,4.0,1.0,0.0,5242.0,153,451,101.0,392,59.0,7.0,0 days 00:13:26.120923
a4be0a910ea9c611e2c07644d4fe2596,92,419,104,1087,68,29,0.0,30.0,0.0,0.0,1.0,0.0,8.0,0.0,122.0,7.0,0.0,1.0,0.0,6274.0,97,712,68.0,543,169.0,6.0,0 days 00:35:43.597730
a6357b50be546b403a8d8a15a9c6f8af,44,450,64,1789,48,27,4.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,49.0,17.0,4.0,4.0,0.0,6029.0,75,633,48.0,545,88.0,8.0,0 days 00:40:04.264185
a89f1fae9d749935add9fd3edac145f0,74,367,101,1583,74,43,6.0,2.0,1.0,0.0,3.0,0.0,15.0,0.0,22.0,27.0,0.0,5.0,0.0,4874.0,117,659,74.0,578,81.0,8.0,0 days 00:35:16.724513
b6306defb52bfdc571973c695f78325b,51,450,86,2030,86,51,3.0,7.0,3.0,0.0,9.0,0.0,14.0,0.0,30.0,25.0,0.0,1.0,0.0,6246.0,137,724,86.0,632,92.0,8.0,0 days 00:43:30.324949
b7fe9287ba4101d18026c8411798d448,194,352,222,2600,163,39,4.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,31.0,13.0,0.0,3.0,0.0,11328.0,202,970,163.0,908,62.0,6.0,0 days 00:28:46.613151
becf489e31b5b33c0de6172b5a9b94ec,14,32,19,425,10,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5147.0,17,82,10.0,80,2.0,2.0,0 days 00:01:12.201272
c4cd1ce177931bf1f5f6c6fb5e08c591,108,312,137,1219,54,37,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,111.0,5.0,1.0,1.0,0.0,5873.0,91,648,54.0,515,133.0,7.0,0 days 00:28:03.215467
d03d2553f10c514a8c3d6b8439e9a986,95,564,123,1503,89,29,11.0,14.0,0.0,0.0,3.0,0.0,34.0,0.0,97.0,29.0,0.0,6.0,0.0,3168.0,118,900,89.0,706,194.0,7.0,0 days 00:59:43.386035
dfbaebce15b35a5b414bbe2ad13dc7a5,217,461,257,2349,67,35,3.0,7.0,0.0,0.0,2.0,0.0,15.0,0.0,32.0,19.0,0.0,4.0,0.0,6041.0,102,1037,67.0,955,82.0,7.0,0 days 00:42:06.125814
e0aca39cdd20446bbc106b8e517ff342,59,643,92,3178,105,42,4.0,18.0,1.0,0.0,0.0,0.0,7.0,0.0,33.0,14.0,0.0,0.0,0.0,6129.0,147,941,105.0,864,77.0,6.0,0 days 00:55:07.174723
e358ac6dca299ff1ba531f51eaeaea80,73,434,105,1816,34,22,2.0,5.0,10.0,0.0,8.0,0.0,5.0,0.0,29.0,14.0,0.0,8.0,0.0,4470.0,56,668,34.0,581,87.0,9.0,0 days 00:40:07.209835
e817b96f88817cece49f8bc9b5fc9bed,14,218,13,1014,25,17,6.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,5.0,0.0,0.0,0.0,2903.0,42,287,25.0,221,66.0,5.0,0 days 00:20:38.218091
eede60bdc57bc0cc180603b8dc372b4b,54,374,82,1786,53,24,2.0,25.0,0.0,0.0,13.0,0.0,12.0,0.0,62.0,5.0,1.0,3.0,0.0,6015.0,77,587,53.0,464,123.0,8.0,0 days 00:38:12.397306
f2c89204b19e07a6f763fedc51191102,256,411,342,2799,142,42,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,14.0,6.0,0.0,2.0,0.0,4899.0,184,1193,142.0,1162,31.0,6.0,0 days 00:29:38.287990
f376eacfbd690b55b061adb278a23cb1,271,577,352,2792,157,73,5.0,20.0,2.0,0.0,0.0,0.0,19.0,0.0,61.0,16.0,2.0,3.0,4.0,5324.0,230,1430,157.0,1298,132.0,9.0,0 days 01:00:28.674839
faceedc2fdf78a0f24b2e469c8072881,46,294,78,734,29,9,3.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,12.0,19.0,0.0,0.0,0.0,3447.0,38,456,29.0,411,45.0,7.0,0 days 00:26:25.812151
fcd714c799381d83a55d85fc8813aaf2,322,665,454,1375,26,32,5.0,5.0,2.0,0.0,0.0,0.0,13.0,0.0,32.0,22.0,0.0,23.0,1.0,6061.0,58,1499,26.0,1389,110.0,10.0,0 days 01:00:06.635083
fda96a011b9b53ba6aa39fa978140bdc,264,858,257,2842,81,64,10.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,91.0,28.0,0.0,1.0,0.0,6108.0,145,1524,81.0,1358,166.0,6.0,0 days 01:28:19.441566
0307ea84b89fceab3b507fec1900ce7e,311,565,322,4836,140,54,0.0,13.0,0.0,1.0,3.0,0.0,16.0,0.0,65.0,6.0,0.0,0.0,0.0,6934.0,194,1392,140.0,1284,108.0,7.0,0 days 00:47:34.761720
0a715a568a054d7996fcbcbf17b36551,256,549,258,1914,59,42,7.0,37.0,2.0,0.0,2.0,0.0,4.0,0.0,38.0,19.0,0.0,0.0,0.0,2670.0,101,1164,59.0,1055,109.0,7.0,0 days 00:52:28.004539
0cebfa477ed3e2e0c5a3f9aa96c23698,143,749,189,2030,121,35,4.0,4.0,12.0,0.0,3.0,0.0,20.0,1.0,73.0,15.0,1.0,0.0,0.0,3517.0,156,1237,121.0,1101,136.0,10.0,0 days 01:31:44.953314
1361825bdeb54e5153e74389df8a2a10,89,461,120,1218,41,41,0.0,20.0,0.0,0.0,6.0,0.0,11.0,0.0,67.0,7.0,0.0,0.0,0.0,3647.0,82,752,41.0,641,111.0,5.0,0 days 00:38:23.359130
139af8123e827b0b9d40871506216b7d,24,133,62,601,25,19,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,39.0,0.0,0.0,2.0,0.0,1091.0,44,263,25.0,210,53.0,4.0,0 days 00:12:10.872113
27c8f93d752f0222aa211e0691cebee4,354,671,471,3302,156,56,1.0,10.0,3.0,0.0,0.0,0.0,6.0,0.0,45.0,6.0,0.0,3.0,0.0,2373.0,212,1708,156.0,1634,74.0,7.0,0 days 00:59:38.226571
291a6ecd1a6e4a45fcb3f02c1cdcdf59,61,223,129,878,50,30,1.0,10.0,0.0,2.0,0.0,0.0,11.0,0.0,72.0,2.0,0.0,0.0,0.0,1758.0,80,493,50.0,391,102.0,7.0,0 days 00:20:48.986988
2979bd5d5a584c2aa70f4a434412bc2b,601,1063,754,2925,133,39,4.0,52.0,1.0,0.0,2.0,0.0,17.0,0.0,119.0,41.0,0.0,1.0,1.0,2041.0,172,2590,133.0,2352,238.0,9.0,0 days 01:53:52.026841
2bd3b13fa417ca0970aa75e44af86549,31,348,83,1303,46,26,3.0,3.0,6.0,7.0,0.0,0.0,6.0,0.0,15.0,23.0,0.0,0.0,0.0,2443.0,72,534,46.0,471,63.0,7.0,0 days 00:35:33.637543
379bbc4c2c728db0a249e8c4e6b621af,35,182,84,667,43,19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,3.0,0.0,0.0,0.0,1418.0,62,363,43.0,341,22.0,4.0,0 days 00:20:22.083561
3d606cd38291c1e5941bc1c37f84f216,191,450,210,2279,77,36,2.0,23.0,1.0,0.0,0.0,0.0,3.0,0.0,44.0,20.0,1.0,0.0,0.0,2082.0,113,964,77.0,867,97.0,8.0,0 days 00:41:31.943455
41ec69e13985861a5b014318f13ab1e1,26,80,39,581,39,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,988.0,57,202,39.0,188,14.0,3.0,0 days 00:07:43.113438
43f0e2e3fc7691c51613758e2b65928e,268,1356,593,3513,233,93,0.0,88.0,10.0,0.0,0.0,0.0,28.0,1.0,203.0,52.0,0.0,10.0,0.0,3141.0,326,2543,233.0,2151,392.0,7.0,0 days 02:08:56.986180
479e88f02385c56f386d07d59f02a3b2,269,1073,356,3712,174,83,10.0,28.0,3.0,1.0,2.0,0.0,52.0,3.0,157.0,29.0,3.0,2.0,0.0,2958.0,257,1955,174.0,1664,291.0,12.0,0 days 01:37:12.748848
481c56986ebae62c870b0da9bbafc5c6,273,1176,449,3398,103,52,4.0,31.0,14.0,0.0,13.0,0.0,23.0,0.0,71.0,14.0,0.0,2.0,0.0,2739.0,155,2053,103.0,1881,172.0,8.0,0 days 01:46:31.369353
4c2a6bec22f436e1b14bbefa24443b4d,63,799,140,1737,16,18,3.0,8.0,3.0,0.0,2.0,0.0,15.0,0.0,20.0,11.0,0.0,0.0,0.0,1709.0,34,1036,16.0,974,62.0,7.0,0 days 01:49:04.952576
4e3519d7eafbfccdae231756fcf2ce9c,377,917,466,4720,322,117,0.0,33.0,0.0,0.0,0.0,0.0,9.0,0.0,88.0,4.0,0.0,1.0,0.0,4236.0,439,2199,322.0,2058,141.0,6.0,0 days 01:15:35.455700
4f9f1b81a07e3a192853ab1099a68fca,90,561,267,2292,98,50,3.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,69.0,6.0,0.0,0.0,0.0,2708.0,148,1066,98.0,964,102.0,5.0,0 days 00:49:12.996306
5f1981994e777f8d76c45df9adfc8662,188,1051,317,1846,57,32,9.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0,63.0,14.0,0.0,0.0,0.0,326616.0,89,1645,57.0,1528,117.0,6.0,0 days 02:16:54.774740
604adb5a2ffd0f8313a8b6f1da784ba5,65,549,168,960,62,32,8.0,42.0,4.0,0.0,4.0,0.0,25.0,0.0,68.0,19.0,0.0,1.0,0.0,2685.0,94,876,62.0,697,179.0,9.0,0 days 00:54:54.450665
641eaeb08588407b37b1c2c109b59761,55,1073,58,2457,45,52,11.0,28.0,10.0,1.0,0.0,0.0,40.0,0.0,166.0,39.0,0.0,0.0,0.0,5039.0,97,1283,45.0,988,295.0,7.0,0 days 02:23:26.522397
6d5a2a59f6f376602a835fe57c70455b,6,126,22,862,37,19,1.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,39.0,1.0,0.0,0.0,0.0,2527.0,56,210,37.0,152,58.0,5.0,0 days 00:08:03.382307
6df42c634fbdd9f3c1a33219e89e4939,199,1398,317,5673,105,57,0.0,61.0,8.0,4.0,0.0,0.0,26.0,0.0,172.0,28.0,1.0,2.0,0.0,18523.0,162,2076,105.0,1774,302.0,8.0,0 days 02:11:36.092938
82641bcdf4d62d9f473022a2bee912d4,110,417,150,1479,69,34,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,63.0,1.0,0.0,0.0,0.0,1467.0,103,780,69.0,703,77.0,5.0,0 days 00:36:36.315963
86348207eecbbfef7db739a2f6595e18,126,596,355,1553,45,28,6.0,12.0,5.0,0.0,20.0,0.0,12.0,0.0,67.0,10.0,0.0,4.0,0.0,1853.0,73,1150,45.0,1014,136.0,8.0,0 days 01:07:14.893970
87959ef435c61f280e3402229c796940,27,136,45,312,18,19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,1.0,0.0,3037.0,37,245,18.0,234,11.0,4.0,0 days 00:13:20.288823
8f5bbf339fb86953ffe9148794fcc52a,20,28,19,243,29,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,410.0,47,114,29.0,109,5.0,2.0,0 days 00:02:06.220688
92c1e87578f7b00e26df9d0ad21c63da,225,563,313,1619,82,58,6.0,2.0,0.0,2.0,1.0,0.0,18.0,0.0,63.0,7.0,0.0,2.0,0.0,2759.0,140,1241,82.0,1140,101.0,8.0,0 days 01:02:57.060243
95289197f5de3bb81c7622133a0199ee,208,512,317,1400,192,71,0.0,19.0,0.0,1.0,0.0,0.0,11.0,0.0,169.0,11.0,0.0,2.0,0.0,2265.0,263,1300,192.0,1087,213.0,6.0,0 days 00:54:05.663688
9feda7bbf2a2e9b1b6ed4a1daa538960,193,816,318,2758,120,58,4.0,12.0,0.0,4.0,10.0,0.0,35.0,0.0,116.0,4.0,0.0,0.0,0.0,3296.0,178,1505,120.0,1320,185.0,7.0,0 days 01:24:41.859304
a0dce576762dccbadb3476bad1732c82,194,311,172,1695,78,29,0.0,11.0,0.0,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,1.0,0.0,2753.0,107,784,78.0,720,64.0,5.0,0 days 00:20:14.227302
a23402a174a55c4211136df4425a724e,328,2013,384,5335,181,84,26.0,44.0,13.0,0.0,34.0,0.0,27.0,0.0,216.0,32.0,6.0,6.0,0.0,5249.0,265,2990,181.0,2585,405.0,10.0,0 days 03:56:27.186473
a3891cc21e1dd0051caa212b95c928f0,229,1340,355,3142,131,74,1.0,42.0,3.0,2.0,0.0,0.0,10.0,0.0,135.0,13.0,3.0,0.0,0.0,2944.0,205,2129,131.0,1906,223.0,9.0,0 days 02:36:47.067557
a5841e53cf792922ad8a7c033329f09c,15,172,91,829,52,25,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,0.0,1.0,0.0,4886.0,77,355,52.0,301,54.0,5.0,0 days 00:13:35.959929
a6a0726e8604766b4636749d9203842b,318,776,389,3243,131,50,1.0,73.0,2.0,1.0,0.0,0.0,12.0,0.0,129.0,8.0,1.0,4.0,0.0,2415.0,181,1664,131.0,1429,235.0,10.0,0 days 01:19:26.093758
a6f51cc7deb4cb5c5f493747f0e6e3a5,148,1619,475,5272,182,83,6.0,41.0,0.0,2.0,7.0,0.0,27.0,0.0,241.0,20.0,0.0,6.0,0.0,2833.0,265,2507,182.0,2151,356.0,9.0,0 days 03:05:22.530220
a7e82fef913fa275bef458aade2e5ae4,206,697,248,2922,114,39,0.0,10.0,5.0,1.0,0.0,1.0,13.0,1.0,61.0,18.0,2.0,14.0,0.0,6789.0,153,1304,114.0,1178,126.0,10.0,0 days 01:06:05.291538
a92f1708363527a34d93b0bc7840262c,520,581,398,2988,159,61,1.0,12.0,1.0,0.0,0.0,2.0,14.0,0.0,100.0,15.0,0.0,1.0,0.0,6060.0,220,1719,159.0,1572,147.0,9.0,0 days 00:51:11.642665
acc2ce1e332284a8a55fb7e2fd8bf7c3,134,433,191,1644,72,49,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,48.0,4.0,0.0,5.0,0.0,1484.0,121,879,72.0,813,66.0,5.0,0 days 00:38:04.614201
b1dfc5c6ec04d46d1823c5fa972ad320,119,497,100,1533,30,19,3.0,1.0,1.0,2.0,4.0,0.0,7.0,0.0,43.0,12.0,0.0,2.0,0.0,3585.0,49,765,30.0,689,76.0,10.0,0 days 00:54:40.426613
b2d48f67a089cc23fb2bc7729f8a2300,61,112,52,714,25,13,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1709.0,38,263,25.0,248,15.0,2.0,0 days 00:09:38.206732
b64ce7758b9f7e58f1ad8bbcf7811e7d,226,606,270,2815,215,73,0.0,12.0,0.0,0.0,1.0,0.0,7.0,0.0,78.0,5.0,0.0,11.0,0.0,2204.0,288,1390,215.0,1276,114.0,6.0,0 days 00:59:10.221122
b69c06f1f563ace3c69c7b32f2a6c850,158,221,207,750,53,39,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,13.0,2.0,0.0,0.0,0.0,2491.0,92,678,53.0,657,21.0,4.0,0 days 00:23:14.036322
b84f9624c8d995c6b945afc898bd9973,54,242,76,425,33,24,2.0,9.0,0.0,0.0,1.0,10.0,2.0,0.0,14.0,5.0,0.0,0.0,0.0,2414.0,57,429,33.0,385,44.0,8.0,0 days 00:24:48.035480
bd47306d1ab10377783e37d4d363e482,107,323,231,1174,54,24,3.0,9.0,8.0,0.0,0.0,0.0,10.0,0.0,27.0,5.0,0.0,1.0,0.0,2279.0,78,739,54.0,673,66.0,8.0,0 days 00:31:30.051944
be9c58e4a639094d9f2c8bfec91afc16,168,757,205,2965,103,54,4.0,22.0,30.0,1.0,0.0,0.0,15.0,0.0,77.0,26.0,1.0,2.0,0.0,4762.0,157,1287,103.0,1109,178.0,9.0,0 days 00:57:22.136870
bebc49073c8a5def929612def946c281,244,441,463,1076,44,34,2.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,41.0,3.0,0.0,1.0,0.0,1740.0,78,1226,44.0,1167,59.0,8.0,0 days 00:48:02.425225
c054e8c731029ce6d73c784213513b09,546,3204,856,10343,523,144,31.0,11.0,5.0,3.0,0.0,1.0,75.0,0.0,334.0,125.0,1.0,7.0,0.0,9463.0,667,5273,523.0,4679,594.0,11.0,0 days 05:21:49.816882
c07f5585e0746dbf1021e0534565fc94,156,492,236,1609,47,27,1.0,16.0,4.0,0.0,3.0,0.0,6.0,0.0,39.0,17.0,1.0,0.0,0.0,2853.0,74,958,47.0,865,93.0,9.0,0 days 00:55:21.634128
c3b33b73130d1e4649f10117f7508195,51,179,115,802,33,16,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,2.0,0.0,1.0,0.0,2499.0,49,394,33.0,371,23.0,7.0,0 days 00:17:20.429850
c4430d195d70c8839843f381270e93cd,43,129,40,422,28,8,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,35.0,2.0,0.0,0.0,0.0,713.0,36,248,28.0,194,54.0,4.0,0 days 00:16:00.098999
ca7f48cb0d61ed7c967adf1a0010367e,101,429,101,3056,152,55,2.0,22.0,0.0,1.0,1.0,0.0,7.0,0.0,29.0,2.0,0.0,2.0,0.0,1356.0,207,838,152.0,772,66.0,8.0,0 days 00:35:14.406806
d60df871c935791074fe3fc9c919b1e4,74,902,57,1687,26,20,0.0,3.0,5.0,0.0,0.0,0.0,19.0,0.0,81.0,9.0,0.0,0.0,0.0,6351.0,46,1079,26.0,962,117.0,5.0,0 days 00:54:44.661210
dd48bc0174c3ca2370b0a49c2bd6fa82,319,801,360,3472,124,51,6.0,33.0,6.0,1.0,0.0,0.0,20.0,0.0,90.0,13.0,0.0,3.0,1.0,6008.0,175,1655,124.0,1482,173.0,9.0,0 days 01:14:30.158965
deab088838618d0f80db74ae4a277269,176,871,293,1942,89,59,10.0,58.0,10.0,0.0,0.0,0.0,15.0,0.0,114.0,17.0,10.0,0.0,0.0,5737.0,148,1488,89.0,1248,240.0,8.0,0 days 01:41:37.370641
e5d4b572258708faa5eb1c382eaba86c,223,792,278,2137,81,60,2.0,10.0,7.0,0.0,0.0,0.0,14.0,1.0,139.0,20.0,1.0,2.0,0.0,4019.0,141,1434,81.0,1238,196.0,9.0,0 days 01:30:57.143283
ef3a6cc38845548b4329271ac48d638d,37,122,62,720,28,18,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,1.0,0.0,1.0,0.0,952.0,46,267,28.0,230,37.0,6.0,0 days 00:09:30.175587
